STATION,NAME,DATE,AWND,TAVG,TMAX,TMIN,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,"PROVIDENCE, RI US",2007-04-02,8.5,,44,39,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-03,10.29,,48,36,19.9,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-04,11.18,,41,36,19.9,1,,,1,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-05,13.2,,48,32,23,1,,,,,,,,,,,1,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2007-04-06,10.96,,42,28,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-07,6.71,,43,27,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-08,12.53,,44,27,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-09,13.42,,52,32,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-10,9.4,,49,32,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-11,7.38,,49,30,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-12,10.74,,42,37,21.9,1,,,1,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-13,12.75,,50,37,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-14,10.74,,56,38,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-15,13.42,,51,39,34.9,1,,,1,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-16,20.13,,54,42,40.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-17,20.58,,43,39,32,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-18,17.45,,45,40,30,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-19,13.87,,56,40,25.9,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-20,10.96,,64,34,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-21,4.47,,78,40,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-22,7.61,,70,46,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-23,11.18,,79,43,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-24,9.4,,76,49,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-25,5.37,,63,44,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-26,8.05,,59,40,17,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-27,4.47,,54,47,13,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-28,7.38,,63,47,17.9,1,1,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-29,5.82,,65,49,14.1,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-04-30,12.08,,75,47,29.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-01,9.62,,70,48,17,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-02,7.83,,67,48,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-03,8.5,,70,44,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-04,9.84,,68,45,23,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-05,7.61,,68,38,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-06,13.2,,55,41,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-07,6.04,,62,34,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-08,10.07,,74,40,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-09,10.51,,83,55,23,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-10,9.62,,80,60,19.9,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-11,7.16,,68,57,17,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-12,9.17,,67,51,19.9,1,1,,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-13,9.84,,68,51,21,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-14,10.96,,73,41,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-15,10.51,,77,50,21,,,,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-16,10.51,,83,49,23,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-17,10.07,,59,45,19.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-18,16.55,,45,42,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-19,5.82,,54,43,17,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-20,7.38,,74,50,21.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-21,8.5,,67,48,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-22,6.93,,71,44,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-23,8.72,,71,46,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-24,8.5,,81,51,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-25,8.28,,93,66,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-26,8.5,,86,65,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-27,6.49,,75,58,14.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-28,8.05,,84,60,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-29,7.83,,79,57,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-30,6.71,,83,54,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-05-31,8.28,,73,58,15,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-01,7.16,,88,57,23.9,1,,1,1,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-02,7.61,,86,64,17.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-03,8.28,,73,55,15,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-04,10.07,,66,55,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-05,9.17,,76,60,21.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-06,10.07,,71,52,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-07,6.71,,72,47,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-08,7.61,,73,56,17.9,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-09,4.92,,64,59,10.1,1,1,1,,,,,1,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-10,9.17,,74,55,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-11,9.62,,82,65,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-12,13.2,,76,62,25.1,1,,1,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-13,14.32,,62,54,23.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-14,12.75,,64,53,21.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-15,8.95,,74,52,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-16,7.16,,76,51,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-17,6.93,,87,59,17.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-18,8.72,,80,63,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-19,8.05,,81,62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-20,8.5,,77,65,17,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-21,10.07,,81,61,19.9,,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-22,12.53,,74,58,28,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-23,11.41,,73,54,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-24,7.38,,80,51,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-25,9.62,,88,62,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-26,7.83,,95,64,17.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-27,10.74,,95,72,21.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-28,7.61,,92,72,17.9,1,,1,,,,,1,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-29,9.4,,74,61,17,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-06-30,7.16,,81,61,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-01,9.62,,75,59,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-02,8.5,,76,54,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-03,6.93,,79,54,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-04,10.51,,77,57,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-05,10.74,,81,64,19.9,1,,1,,,,,1,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-06,6.93,,85,66,21.9,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-07,7.61,,84,63,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-08,8.95,,91,65,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-09,7.61,,81,66,19.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-10,7.38,,86,66,17.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-11,8.5,,81,72,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-12,8.72,,84,65,17,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-13,8.95,,87,59,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-14,8.72,,86,63,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-15,11.63,,88,67,30,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-16,4.7,,85,67,10.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-17,4.92,,86,63,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-18,5.82,,73,65,14.1,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-19,7.16,,83,69,17.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-20,10.51,,84,65,19.9,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-21,7.83,,81,62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-22,10.74,,82,64,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-23,11.63,,71,63,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-24,8.5,,84,64,17.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-25,6.93,,87,65,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-26,8.05,,85,62,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-27,8.05,,87,70,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-28,8.28,,86,73,16.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-29,4.03,,85,72,13,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-30,4.47,,84,69,21,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-07-31,5.14,,87,69,14.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-01,5.82,,89,68,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-02,6.49,,93,67,15,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-03,8.5,,93,71,19.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-04,8.28,,92,73,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-05,9.17,,84,67,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-06,9.62,,82,66,25.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-07,6.26,,86,71,14.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-08,10.29,,91,72,23,1,1,1,,,,,1,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-09,8.72,,80,66,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-10,8.28,,67,54,17.9,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-11,6.49,,83,54,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-12,4.92,,87,64,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-13,6.71,,87,67,25.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-14,7.61,,81,57,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-15,9.17,,83,58,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-16,7.61,,85,67,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-17,6.93,,80,64,23,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-18,12.53,,76,57,23.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-19,5.14,,75,51,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-20,6.93,,75,56,13,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-21,6.71,,69,56,14.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-22,7.61,,75,59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-23,6.26,,76,63,13,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-24,9.84,,88,67,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-25,8.72,,92,70,21,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-26,6.26,,87,70,14.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-27,7.61,,84,65,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-28,5.14,,85,61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-29,6.49,,83,58,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-30,6.04,,85,60,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-08-31,7.61,,86,61,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-01,10.51,,81,62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-02,7.83,,77,55,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-03,11.86,,84,58,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-04,8.05,,85,61,17,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-05,6.04,,80,52,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-06,8.5,,74,56,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-07,10.29,,89,65,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-08,10.51,,92,69,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-09,7.38,,80,62,14.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-10,5.82,,72,61,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-11,7.38,,74,63,21,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-12,10.29,,76,56,23,1,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-13,4.25,,74,52,12.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-14,7.61,,74,53,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-15,7.38,,68,53,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-16,5.82,,67,48,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-17,6.93,,68,47,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-18,7.38,,70,45,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-19,4.7,,69,48,10.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-20,6.26,,81,57,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-21,5.14,,80,58,12.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-22,7.61,,79,62,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-23,8.05,,80,62,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-24,6.71,,81,53,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-25,9.62,,86,57,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-26,9.17,,89,67,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-27,7.83,,81,65,17,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-28,8.5,,80,61,17,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-29,10.29,,76,54,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-09-30,6.26,,70,51,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-01,3.36,,66,47,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-02,4.92,,73,47,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-03,5.82,,72,64,12.1,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-04,6.04,,82,64,13,1,1,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-05,5.14,,83,61,13,1,1,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-06,7.16,,84,63,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-07,7.16,,73,53,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-08,5.82,,75,53,14.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-09,9.62,,65,54,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-10,6.49,,60,55,10.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-11,9.62,,63,58,17,1,,1,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-12,9.84,,63,42,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-13,6.93,,62,38,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-14,8.72,,63,43,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-15,7.61,,65,39,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-16,6.26,,66,45,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-17,4.47,,70,40,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-18,6.04,,77,62,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-19,12.08,,71,64,28,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-20,8.28,,73,53,29.1,1,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-21,8.05,,75,51,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-22,9.17,,81,53,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-23,16.11,,77,62,30,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-24,7.16,,72,54,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-25,9.17,,57,42,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-26,7.61,,62,41,14.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-27,9.4,,71,54,23.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-28,10.51,,59,41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-29,5.37,,52,34,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-30,5.82,,63,36,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-10-31,7.83,,66,39,19.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-01,11.63,,69,47,23,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-02,10.29,,54,41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-03,20.36,,49,44,36.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-04,6.71,,58,40,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-05,5.14,,56,36,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-06,9.62,,57,37,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-07,10.29,,51,35,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-08,4.47,,46,27,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-09,7.38,,48,33,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-10,12.97,,43,32,23,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-11,6.49,,46,27,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-12,3.8,,48,26,10.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2007-11-13,7.61,,60,36,17,1,,,,,,,,,,,1,1,,1,,,,,
